the_geom,cartodb_id,continent,n1,n2,n3,region,pleiadeslocationprecision,maxdate,mindate,timeperiodskeys,pleiadestitle,verified,type,notes,g_verified,url
0101000020E610000082583673486A2540261E5036E5A54140,16853,Africa,Africa Proconsularis,Thysdrus,House of white mosaics,,precise,640,-330,"hellenistic-republican,roman,late-antique",Thysdrus,verified,,,,
0101000020E6100000A0EA2500DEAA2C40A3250B6F414D4440,59,Italy,Campania,Massa Lubrense,,Region I,,,,,,rough,,,,
0101000020E61000004FCAA48636582440C7D8092FC14D4240,17574,Africa,Africa Proconsularis,Uthina,House of Icarios,,precise,640,-30,"roman,late-antique",Uthina,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17578,Africa,Africa Proconsularis,Utica,House of the Cascade,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17576,Africa,Africa Proconsularis,Utica,House of the figured basins,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17580,Africa,Africa Proconsularis,Utica,House of grand oecus,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17575,Africa,Africa Proconsularis,Utica,House H,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17577,Africa,Africa Proconsularis,Utica,House of the Treasure,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000009E29745E631F24402026E1421E874240,17579,Africa,Africa Proconsularis,Utica,"Insula II, lot 4",,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Utica,verified,,,,
0101000020E61000000000000000001F400000000000204240,16950,Africa,Mauretania Tingitana,Tipasa,Villa of the Frescoes,,rough,640,-330,"hellenistic-republican,roman,late-antique",Tipasa,verified,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18038,Africa,Mauretania Tingitana,Volubilis,House of Ephebe,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E61000005B7C0A80F10CE63FC2DF2F664B8C4540,17620,Europe,Gallia Aquitania,Valentine,Villa of Arnesp,,precise,,,,,,,,Verified,
0101000020E61000009F909DB7B1E72C40834B6CE3F4604440,12328,Italy,Campania,Oplontis,,Region I,precise,300,-330,"hellenistic-republican,roman",Oplontis,verified,,,,
0101000020E610000009A2302062880340AB1EF6630F4C4240,16948,Africa,Mauretania Tingitana,Tipasa,Villa of the Frescoes,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Tipasa,verified,,,,
0101000020E6100000F12A6B9BE2413B40355EBA490C704240,9465,Asia,Asia,Kos,Sanctuary of Asklepios,,precise,640,-330,"hellenistic-republican,roman,late-antique",Kos,verified,,,,
,18087,,,,,,,,,,,,,,,
0101000020E61000000000000050F64340B0987075853E4140,17435,Asia,Syria,Tyros,Iraq-el Amir,,precise,300,-550,"classical,hellenistic-republican,roman",Tyros,,,,,
0101000020E61000001118EB1B981C1840B2648EE55D9E4740,17786,Europe,Germania Superior,Vesontio,Structures under college Lumiere,,precise,640,-330,"hellenistic-republican,roman,late-antique",Vesontio,,,,,
0101000020E6100000E0EFBCF9B2F9E63F4F50D4E388974640,17792,Europe,Gallia Aquitania,Vesunna,Domus Campniac,,precise,640,-30,"roman,late-antique",Vesunna,,,,,
0101000020E6100000E0EFBCF9B2F9E63F4F50D4E388974640,17793,Europe,Gallia Aquitania,Vesunna,House of Vesunna,,precise,640,-30,"roman,late-antique",Vesunna,,,,,
,17795,Europe,Germania Inferior,Vetera Casta,Legionary Houses,,,,,,,,,,,
,17903,Europe,Gallia Narbonensis,Vienna,House of the head of Ivory,,,,,,,,,,,
,17904,Europe,Gallia Narbonensis,Vienna,House in Rue des Colonnes,,,,,,,,,,,
,17905,Europe,Gallia Narbonensis,Vienna,House of Orpheus,,,,,,,,,,,
,17906,Europe,Gallia Narbonensis,Vienna,House of Bacchus and Ariadne,,,,,,,,,,,
,17907,Europe,Gallia Narbonensis,Vienna,House of the Nympheas,,,,,,,,,,,
,17908,Europe,Gallia Narbonensis,Vienna,"Nympheas, House of the Atrium",,,,,,,,,,,
,17910,Europe,Gallia Belgica,Vierherrenborn,Rural Villa,,,,,,,,,,,
,17915,Italy,Desenzano,Villa,,Region VIII,,,,,,,,,,
0101000020E610000000000000B6792B404245EB3B49D94640,17936,Italy,Tegeste,Villa of the Bath,,Region X,,,,,,rough,,,,
0101000020E6100000B481E8077DF828403BABE4E72FF24440,14323,Italy,Latium,Rome,Forum Romanum,Region I,precise,2100,1700,modern,Rome,verified,,,,
0101000020E61000009964E42CECE9E9BF97395D16136B4940,6696,Europe,Britannia,Fishbourne,Villa,,precise,,,,,,,,,
0101000020E61000006ADE718A8EA423409FCDAACFD50E4640,17919,Italy,La Spezia,Villa at Luna,,Region IX,,,,,,rough,,,,
,17934,Italy,Villas near Tivoli,Villa of Pianelle dei Signori Reali,,Region IV,,,,,,,,,,
,17938,Italy,Villas near Tivoli,Villa of Vibii Vari,,Region IV,,,,,,,,,,
,17959,Europe,Gallia Lugdunensis,Vindinum,House on Place des Halles,,,,,,,,,,,
,18021,Europe,Germania Inferior,Voerendaal,Rural Villa,,,,,,,,,,,
,18074,Europe,Gallia Belgica,Welschbillig,Rural Villa,,,,,,,,,,,
,18077,Europe,Germania Superior,Wiesbaden-Biebrich,Rural Villa,,,,,,,,,,,
,18078,Europe,Pannonia,Winden am see,Rural Villa,,,,,,,,,,,
,18079,Europe,Germania Superior,Winkel-Seeb,Rural Villa,,,,,,,,,,,
0101000020E6100000780B24287ECC2840A089B0E1E9C54640,17016,Italy,Altinum,"Tomb garden, l. Patroclus",,Region X,,,,,,rough,,,,
0101000020E61000006AF7AB00DF6DE9BF5516855D14074A40,3143,Europe,Britannia,Bancroft,Rural Villa,,"precise
",,,,,,,,,
,32,Europe,Germania Inferior,Blackenheim,Rural Villa,,,,,,,,,,,
0101000020E6100000D734EF3845A72640C976BE9F1A374540,17920,Italy,Orbetello,Villa at Settefinestre,,Region VII,,,,,,verified,,,,
0101000020E6100000D47FD6FCF8CBFEBFCD237F30F0E84940,36,Europe,Britannia,Chedworth,Rural Villa,,precise,,,,,,,,,
0101000020E6100000A301BC0512F42840AA60545227684540,13825,Italy,Latium,Prima Porta (?),,Region I,,,,,,rough,,,,
0101000020E6100000DF89592F86F2EC3F89963C9E96F14940,4153,Europe,Britannia,Camulodunum,Suburban gardens,,"rough
",,,,,,,,,
0101000020E6100000C0D02346CF2D01C0C3F17C06D4E94940,7012,Europe,Britannia,Gatcombe,Rural Villa,,rough,,,,,,,,,
0101000020E6100000D2AC6C1FF2D61B40D7A546E867784940,5119,Europe,Germania Inferior,Colonia Claudia Ara Agrippinensium,House Lungenstrasse,,,,,,,,,,,
0101000020E610000044FAEDEBC0392540280F0BB5A6D14640,17916,Italy,Toscolano Maderno,Villa,,Region VIII,,,,,,rough,,,,
0101000020E6100000D2AC6C1FF2D61B40D7A546E867784940,5121,Europe,Germania Inferior,Colonia Claudia Ara Agrippinensium,House of Dionysos,,,,,,,,,,,
0101000020E6100000E8D9ACFA5CCD2940FF21FDF675084540,17933,Italy,Villas near Tivoli,Villa of Horace,,Region IV,,,,,,verified,,,,
0101000020E6100000950ED6FF39AA2B4050D80B267ABD4440,4369,Italy,Latium,Cassino,,Region I,unlocated,2100,1700,modern,Cassino,rough,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18039,Africa,Mauretania Tingitana,Volubilis,House of Columns,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18040,Africa,Mauretania Tingitana,Volubilis,House of Labors of Hercules,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18042,Africa,Mauretania Tingitana,Volubilis,House of the Venus Mosaic,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18041,Africa,Mauretania Tingitana,Volubilis,House of Flavius Germanus,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E61000004467FC6FE3FC28407F45A77C42F24440,14327,Italy,Latium,Rome,Domus Aurea,Region I,precise,2100,1700,modern,Rome,rough,,,,
0101000020E61000001E166A4DF39E41407CF2B0506BAA3F40,7754,Asia,Iudaea,Herodium,Fortress Palace,,rough,,,,,,,,,
0101000020E61000008048BF7D1D3816C0E17A14AE47094140,18037,Africa,Mauretania Tingitana,Volubilis,Gordinian Palace,,precise,640,-330,"hellenistic-republican,roman,late-antique",Volubilis,verified,,,,
0101000020E6100000E0EFBCF9B2F9E63F4F50D4E388974640,17794,Europe,Gallia Aquitania,Vesunna,"House of ""Visitation""",,precise,640,-30,"roman,late-antique",Vesunna,,,,Approximate,
0101000020E6100000166A4DF38E732940492EFF21FDFE4440,17935,Italy,Villas near Tivoli,Villa of St. Stefano near Montecelio,,Region IV,,,,,,rough,,,,
0101000020E6100000E4C2DC499F1C43409578E51F22621FC0,17914,Europe,Lusitania,Vila de Frades,Villa Sao Cucufate,,,,,,,,,,,
0101000020E61000002E7079AC1919D23FA647533D99B74940,5558,Europe,Britannia,Darenth,Rural Villa,,rough,,,,,,,,,
0101000020E6100000E04BE141B3EBD6BFDF89592F86E04940,7259,Europe,Britannia,Gorhambury,Rural Villa,,"rough
",,,,,,,,,
0101000020E6100000BC5983F755F9FEBF0DDFC2BAF1F64940,15841,Europe,Britannia,Sudeley/Spoonley Wood,Rural Villa,,"rough
",,,,,,,,,
0101000020E61000007C7C4276DEC6DD3FCBD8D0CDFEA84940,6088,Europe,Britannia,Eccles,Rural Villa,,rough,,,,,,,,,
0101000020E61000004F1E166A4D932640302AA913D0344540,104,Italy,Cosa,,,Region VII,,,,,,rough,,,,
0101000020E6100000BC749318041630406B9A779CA27B4440,114,Italy,Spinazzola,,,Region II,,,,,,rough,,,,
0101000020E610000000000058049A2840962E938491084540,17921,Italy,Bracciano,Villa dell'Acqua Claudia,,Region VII,,,,,,verified,,,,
0101000020E6100000EB387EA834B22C40F35A09DD25674440,7694,Italy,Campania,Herculaneum,,Region I,precise,300,-550,"classical,hellenistic-republican,roman",Herculaneum,rough,,,,
0101000020E6100000FA6F140FDE2837401ABF95911FD14240,6345,Europe,Achaia,Epidauros,Sanctuary of Hyrnetho,,rough,300,-750,"archaic,classical,hellenistic-republican,roman",Epidauros,verified,,,,
0101000020E6100000420A9E42AEB83740923CD7F7E1FC4240,2662,Europe,Achaia,Athens,Temple of Hephaistos,,precise,,,,,verified,,,,
0101000020E6100000754BDD5BB28C29400B133E42EAF84440,6972,Italy,Villa Adriana,Garden in belvedere of Temple of Venus of Cnidus,,Region IV,,,,,,rough,,,,
0101000020E610000089B002F87E8D294021B3ED93A7F84440,10089,Italy,Villa Adriana,Library peristyle,,Region IV,,,,,,verified,,,,
0101000020E6100000D797D7D7DB8C2940987219926EF84440,6982,Italy,Villa Adriana,Gardens between the small baths and the three exedrae hall,,Region IV,,,,,,verified,,,,
0101000020E6100000A983BC1E4CBE374024253D0CADFC4240,2666,Europe,Achaia,Athens,Gymnasia and groves,,precise,,,,,verified,,,,
0101000020E61000001D1ADCF7248D294057DC0B0EA7F84440,6980,Italy,Villa Adriana,Garden of triclinium north of maritime theater,,Region IV,,,,,,verified,,,,
0101000020E6100000569E40D829BA37408DB5BFB33DFC4240,2668,Europe,Achaia,Athens,Houses near Areopagus,,rough,,,,,verified,,,,
0101000020E61000001E490F64B98C294048A3A76DE8F84440,6970,Italy,Villa Adriana,Garden area under Temple of Venus of Cnidus,,Region IV,,,,,,rough,,,,
0101000020E610000000000010A28E294085F8118ED4F84440,6976,Italy,Villa Adriana,Garden in Valley of Tempe,,Region IV,,,,,,verified,,,,
0101000020E6100000FFFFFFBD7E312940ED2C98E292104540,10288,Italy,Latium,Lucus Feroniae,Villa della Standa,Region I,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Lucus Feroniae,rough,,,,
0101000020E61000008850002082443940809A39A86DB34240,5657,Europe,Achaia,Delos,Agora of Italians,,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Delos,verified,,,,
0101000020E6100000806F26E8278B29409EFF473BA8F84440,6983,Italy,Villa Adriana,Garden Terrace,,Region IV,,,,,,rough,,,,
0101000020E610000061C614AC718C29402E6A202BB2F84440,6316,Italy,Villa Adriana,Entrance to Villa,,Region IV,,,,,,rough,,,,
0101000020E6100000B3651258AD2036407C0D5E47DEB44240,10951,Europe,Achaia,Megalopolis,Sanctuary of Zeus,,rough,300,-550,"classical,hellenistic-republican,roman",Megalopolis,verified,,,,
0101000020E6100000885000208244394092B92A376EB34240,5658,Europe,Achaia,Delos,Agora of Italians,,precise,-330,-550,classical,Delos,verified,,,,
0101000020E6100000D69D17BC228F2940F69DBA4D13F84440,6978,Italy,Villa Adriana,Garden of inferi nymphaeum,,Region IV,,,,,,rough,,,,
0101000020E61000007314FFFB7C8B2940C100806BC0F84440,93,Italy,Villa Adriana,Terraced garden,,Region IV,,,,,,rough,,,,
0101000020E6100000B3651258AD2036407C0D5E47DEB44240,10952,Europe,Achaia,Megalopolis,Sanctuary of Zeus,,rough,640,-750,"archaic,hellenistic-republican,roman,late-antique",Megalopolis,verified,,,,
0101000020E6100000AF93FAB2B49F3640C823B891B2F54240,16967,Europe,Achaia,Titane,Shrine of the Fates,,rough,300,-750,"archaic,classical,hellenistic-republican,roman",Titane,verified,,,,
0101000020E610000047F9EEFBDCB53640083CEE639EE74240,11794,Europe,Achaia,Nemea,Sanctuary of Zeus,,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Nemea,verified,,,,
0101000020E6100000D2F6F9394FBC3440A63152D68C834340,11927,Europe,Achaia,Nikopolis,Victory Monument of Augustus,,precise,300,-30,roman,Nikopolis,verified,,,,
0101000020E6100000575D876A4A942840E26C848F52E04440,12486,Italy,Latium,Ostia,,Region I,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Ostia,verified,,,,
0101000020E6100000FE27033033FE36402A88E4D838F54240,8470,Europe,Achaia,Isthmia,Sanctuary of Poseidon,,precise,-550,-750,archaic,Isthmia,verified,,,,
0101000020E6100000A190F0FFDB843740BBE70A009FDE4240,650,Europe,Achaia,Aegina,Temple Grove,,rough,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Aegina,verified,,,,
0101000020E6100000230AF33F753129402B15B77EB8104540,10287,Italy,Latium,Lucus Feroniae,Villa della Standa,Region I,precise,300,-330,"hellenistic-republican,roman",Lucus Feroniae,rough,,,,
0101000020E6100000C47B0E2C47FC2C403EAF78EA91594440,15713,Italy,Campania,Stabiae,,Region I,precise,300,-330,"hellenistic-republican,roman",Stabiae,rough,,,,
0101000020E6100000910F170CF01917C06561FCF2510B4240,3017,Europe,Hispania Baetica,Baelo Claudia,House of Sundial,,,,,,,locality,,,Verified,
0101000020E610000025DA0200CFF70AC078BE769BFDE34440,4981,Europe,Hispania Tarraconensis,Clunia,House of Taracena,,precise,640,-30,"roman,late-antique",Clunia,close,,,Verified,
0101000020E61000001C2444F982F616C04FEACBD24EDB4240,11485,Europe,Hispania Baetica,Munigua,Sanctuary,,precise,300,-30,roman,Munigua,close,,,Verified,
0101000020E6100000000000582A592540D0CC93E12FC44040,7169,Africa,Africa Proconsularis,Gigthis,Suburban villa,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Gigthis,very close,,,,
0101000020E61000007704051875FB2C40EABDC668FC5F4440,13617,Italy,Campania,Pompeii,,Region I,precise,300,-750,"archaic,classical,hellenistic-republican,roman",Pompeii,verified,,,,
0101000020E610000024D5777E51C2D1BF3FEE533CCBD64340,14474,Europe,Hispania Tarraconensis,Saguntum,Tomb garden/baths of P.C. Rufus,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Saguntum,,,,Approximate,
0101000020E610000050FECD0F4C5710C075221C0EA69B4440,770,Europe,Hispania Tarraconensis,Aguilafuente,Villa of Sta. Lucia,,,,,,,locality,,,Verified,
0101000020E6100000020F0C207CF008408AC01E3437114540,6290,Europe,Hispania Tarraconensis,Emporiae,Casa Villanueve,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Emporiae,,,,Verified,
0101000020E610000016C26A2C614522C0EC6B5D6A845A4340,12234,Europe,Lusitania,Olisipo,Tomb garden of F.M.f. Quadratus,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Olisipo,,,,Approximate,
0101000020E6100000C93CF20703FD20C0301812E6AC0C4440,5225,Europe,Lusitania,Conimbriga,House of swastika mosaic,,precise,640,-750,"archaic,classical,hellenistic-republican,roman,late-antique",Conimbriga,,,,Verified,
0101000020E61000004B54D237272E18C0EBF27BD5A9B84240,8486,Europe,Hispania Baetica,Italica,collegium exedra,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,close,,,Verified,
0101000020E6100000B708313C9B2E18C052FE8382B1B84240,8488,Europe,Hispania Baetica,Italica,Public square,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,close,,,Verified,
0101000020E6100000051F39888C2D18C04D2676868CB84240,8490,Europe,Hispania Baetica,Italica,House of the Birds,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,close,,,Verified,
0101000020E6100000005626808B2718C0639F9D5F56B84240,8487,Europe,Hispania Baetica,Italica,theater,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,close,,,Verified,
0101000020E61000000E780DB8B62D18C073AED5DC59B84240,8489,Europe,Hispania Baetica,Italica,House of the triclinium,,precise,640,-330,"hellenistic-republican,roman,late-antique",Italica,locality,,,Verified,
0101000020E6100000A3BAB187935B10C07ED924DCB7B84240,1156,Europe,Hispania Baetica,Almedinilla,Villa el Ruedo,,,,,,,close,,,Verified,
0101000020E6100000C82FD52F851913C0515DC83CD5F04240,5141,Europe,Hispania Baetica,Colonia Patricia Corduba,Fountain,,,,,,,unknown,,discovery spot is unknown. under Cordoba section in GRE,Approximate,
0101000020E6100000EDAAF69FEB11F73F20A3F265D8CC4540,17009,Europe,Gallia Narbonensis,Tolosa,Domus under Hotel D'Assezat,,precise,640,-330,"hellenistic-republican,roman,late-antique",Tolosa,,,,Verified,
0101000020E61000000CD79BFFF432F43F3145B9347EE94640,2803,Europe,Gallia Aquitania,Augustoritum,House of Nones of March,,precise,640,-30,"roman,late-antique",Augustoritum,,,,Verified,
0101000020E6100000D419100811040FC0E60D0774EC4D4340,966,Europe,Hispania Tarraconensis,Alameda,Funerary Grove of T.A. Vetus,,,,,,,close,,,Approximate,
0101000020E6100000B0D69AF7491F06C09EE0ACD2274D4340,1003,Europe,Hispania Tarraconensis,Albaladejo,Villa en Puente de la Olmilla,,,,,,,locality,,,Approximate,
0101000020E61000009F9B4F80D56B1140AAEB16A2BFEB4540,11792,Europe,Gallia Narbonensis,Nemausus,Domus de la Marseillaise,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E610000004FF00101C68114066FA25E2ADEB4540,11783,Europe,Gallia Narbonensis,Nemausus,House of Fountain,,precise,640,-550,"classical,hellenistic-republican,roman,late-antique",Nemausus,,,,Verified,
0101000020E6100000D7DF12807F661240C7E80CCED8474640,1000,Europe,Gallia Narbonensis,Alba Helviorum,Area with Porticoes A,,precise,640,-30,"roman,late-antique",Alba Helviorum,,,,Verified,
0101000020E6100000AB5138501A65124097B5668ED9474640,996,Europe,Gallia Narbonensis,Alba Helviorum,"Sainte-Pierre, House",,precise,640,-30,"roman,late-antique",Alba Helviorum,,,,Verified,
0101000020E6100000C68D19B0FDC31540115BF6FB30C44540,1912,Europe,Gallia Narbonensis,Aquae Sextiae,"Enclos Reynaud, house with opus sectile",,unlocated,640,-30,"roman,late-antique",Aquae Sextiae,,,,Approximate,
0101000020E610000050F12CFF29BEF73FD0F0660DDE384840,2886,Europe,Gallia Lugdunensis,Autricum,Domus of Place des Epars,,precise,640,-30,"roman,late-antique",Autricum,,,,Verified,
0101000020E610000099A2F9EF03441340CD3BB1FB4CE14640,10292,Europe,Gallia Lugdunensis,Lugdunum,House with Pilasters,,precise,300,-30,roman,Lugdunum,,,,Verified,
